,conditioning,velmag,nflies_close,dcenter,Grooming,Chase,anglesub,Chain,Aggregation
977,Grouped,0.5530645938578116,-0.8332835517820324,0.66248757750461,-0.2928346983271847,-0.39244080989933583,-0.7167110535755324,-0.7791746104532132,-0.6447399159717557
1489,Grouped_Starved,-0.37216558240115677,-0.7341545740906656,-0.2797733625051273,0.3667378970134879,-0.7240739359631528,-0.7736054988971599,-0.8809591785654295,0.27497513568778525
374,Grouped,-1.3780654550915998,1.2295081490362383,-1.9738208082184618,1.6546757118770221,-0.6615231132686634,0.8451090408678058,0.850531181005977,2.406853274973755
1153,Grouped,-0.44052387694455497,0.601635696022056,-0.9049336334446677,0.32049000866858696,0.19270962120795726,0.7296338917228244,0.8340910333296915,0.3070479610238083
200,Grouped,-1.5822046974584054,2.8716341162895445,-2.5206250768181753,-0.9460232363789782,12.171919279824138,1.5174436913502702,5.972819774683284,2.200049977474744
120,Males_Grouped_and_Female,-1.079838001392647,3.3201011886922625,-1.2650117418124,0.9364629368491761,-0.4024572734849844,1.7582166626156424,2.2663772085744434,1.7425654640299617
1289,Single,0.6104448688788788,-0.36004608230979895,-0.3427676773397962,-0.18133586536290583,0.18493129011115012,0.0063962420386726,-0.33410924044973506,-0.45333617966167383
760,Grouped,0.6740344848490885,-0.5020635484034008,0.7129772688461112,-1.724627651258555,-0.04960710462167738,-0.5428009039043784,-0.534161585683945,-0.6746778582019635
1358,Single,2.9274303563942174,0.1811354053773161,-0.7026197040910772,-1.7194222612283905,1.7035599900904275,0.7594733732322044,0.8719665383542877,-0.8023319510956652
1916,Rejected,-0.8735849670766482,0.4339682261357591,-1.0473707096778884,0.9997953007139809,0.04596652997697202,0.6235329257350202,-0.003335289600905804,0.7156915813133612
678,Grouped,-0.4016311376841062,-0.5908281075389816,0.5487970537489565,0.669376495482358,-0.3120039015243618,-0.6670896557952313,-0.5684726072712143,-0.4070306507078359
210,Grouped,-1.5829424124563414,1.0305480194755472,-1.6995201165591842,0.9688613783870471,-0.6609822538923038,-1.0069536286050387,-0.443319554101508,2.2691189811661854
1427,Single,2.638262040734421,-0.6006594015430365,1.497913958416778,-1.420064360667609,0.03305896188097087,-0.404572580010799,-0.3145789598812789,-0.8768830821109985
325,Grouped,-0.24346243987813485,-0.679295169926287,1.2720168615324485,0.42132651824129397,-0.6068058752327429,-1.1844767030533248,-0.7335847117669138,-0.46107151197976265
1354,Single,0.2949159056802305,-0.11436508575488201,-0.9900620312693915,-0.5046826440791021,0.914141807275171,0.679372263687509,0.15355594707778575,-0.25005915576799115
1768,Mated,-0.7680527674039184,0.8239069228312773,-0.4616989627221895,1.0533540285697371,-0.31740133518994074,-0.07736536521719196,-0.3864421190161067,1.4973106586286777
1079,Grouped,-0.8440295083321827,-0.8150125949859416,0.888371767511525,1.536663943671222,-0.7084300938720162,-1.0060270396737296,-0.8513625838434016,-0.4802953907852454
1963,Single,0.264713061369503,-0.06194950918293292,0.05844034581640368,-1.0778790411185102,0.7005746412150023,0.7045901274255886,0.13808621416448216,-0.5930288543287168
1644,Mated,-1.247652758298639,4.128236392996639,-1.5730837469478418,1.5107438733627492,-0.25510365981642497,2.614471593120839,2.6835153525236386,1.6738591139166021
1520,Grouped_Starved,0.8756605736853235,-0.5837333592886361,0.36957117637358466,-0.6500385334586447,-0.3890567739352638,-0.47740332975627375,-0.5992475948336299,-0.536601167505272
1002,Grouped,0.2191265468183783,-0.6015715834609399,0.558933140588908,-0.8144148215861923,-0.19586623876010734,-0.5325683702621877,-0.7270821585544375,-0.6619234706372187
1881,Rejected,0.3477190143523104,-0.3279867878094013,0.5948966719744676,0.547189583247448,1.0558807210403518,-0.07429348177552202,-0.0379847162408402,-0.43115206832450853
442,Grouped,0.007435472252041583,-0.8804965432460572,0.4974873109545617,0.7066164340837306,-0.4728098961210244,-0.8078000359600352,-0.8241417347128279,-0.7233101581035454
1551,Grouped_Starved,-0.10077332470110888,-0.8524379532659662,1.1211735779752858,0.3425997671036415,-0.6816468366389177,-0.9575000888339987,-0.7442594223179947,-0.6523861342040782
1319,Single,-0.532960807995568,-0.3661534761559693,-0.2533138584157787,0.260227608704021,-0.2561904883934878,-0.23657178469440387,-0.2394428122112843,-0.396430168200717
293,Grouped,-1.098904479372274,-0.4294375056757505,0.07841264414860913,1.6017159753694692,-0.7302044889516556,-0.6852966999988048,-0.613137520176773,0.380342776788213
556,Grouped,-1.120738916089115,-0.8328514798332148,0.01821913061096042,1.5422701635638771,-0.7050798449058866,-0.7922530686698783,-0.8543218268603989,-0.3050500867573632
1594,Mated,-1.3523350934061529,1.7441318811561355,-1.7108829476091227,1.665048323416573,0.6694850417091991,2.3603507652440787,2.645932709286003,2.1549140165493132
521,Grouped,-0.6084157125896659,-0.6851738933418654,0.2828562871894804,1.4481657582228702,-0.7285315876687969,-0.7521049726922665,-0.829464185517622,0.23959107630626736
1097,Grouped,0.3096229908351644,-0.5435973549009498,0.2668307717061187,-0.6800707420081354,-0.26175202821290716,-0.822952943237638,-0.7028172645148391,-0.42168698785377523
1656,Mated,-1.7596050517002235,3.165505001709459,-2.530135561138486,2.21758867572754,-0.12971555647303157,1.6436267944618947,3.13657248204546,2.7705302938986582
843,Grouped,2.120275829549727,-0.2159213392812968,-0.03522218661993038,-1.103925312003295,-0.20926673830983095,-0.1531475516022613,-0.35008856091483664,-0.2740615629780066
1799,Rejected,-1.1351749138390494,0.07859714768296203,-0.43939340572433155,1.1835453617647682,-0.3817270725288719,-0.10844005604129456,-0.4361704260838374,0.764469443807455
1803,Rejected,1.073420674782612,-0.4117511837124508,1.685818248208523,-1.3318051122088352,0.049900308890334096,-0.4294311956633519,-0.3081286282070144,-0.7567445673835274
1983,Single,1.5043027883168207,4.019013187694528,-0.4165304304301689,-0.9680103727861702,2.7437421405978433,6.890997366081095,4.776122687588058,-0.8623776972334317
915,Grouped,-0.1925506040925041,-0.5334620002575975,0.7924407559479393,-0.283245159707517,0.019658462331250216,-0.48124952329162773,-0.3382520272369835,-0.3981094020103073
1350,Single,1.1247611421893897,-0.23051624996772793,-0.23869377684793733,-0.4752510797005999,-0.013842786543055867,-0.157394046064241,-0.2571717715436947,-0.6547015074058865
1245,Single,0.9819030047347236,-0.17389291906918491,-0.2926944709252565,-0.4589170446937561,0.9073764623644828,0.3876057144745145,-0.06071777287645725,-0.7156716018433685
1629,Mated,-0.3304044041615529,0.9142068413126081,1.8608699426452426,0.7975978615309589,0.12834915198423824,0.34682460403562954,1.1048581175524739,0.768755745415695
1444,Single,1.9491804392789147,-0.2903148423635188,-0.36905453501998536,-1.3539935018587281,1.3585917090076098,0.13052383894379765,0.30920636494154463,-0.903222006837035
1544,Grouped_Starved,0.7635032384755766,-0.7584901745590524,0.7130545770779403,-0.9873281326622552,-0.5219693778599191,-0.8861700225395185,-0.7448512051677425,-0.6857321414950392
